Class,Iteration,Minimum fractal Diff,Band with Min Diff,New Shape,New X1
1,82,0.0019087699053400575,49,"(118,)",0.5555097730897913
1,83,0.002617855070074948,86,"(117,)",0.5581276281598663
1,84,0.0027285353043852156,49,"(116,)",0.5553990928554811
1,85,0.0029202466394173676,4,"(115,)",0.5524788462160637
1,86,0.0031868298331505507,87,"(114,)",0.5556656760492142
1,87,0.0029693248553093188,88,"(113,)",0.5586350009045236
1,88,0.0026595678361509556,59,"(112,)",0.5559754330683726
1,89,0.0028701344008618124,48,"(111,)",0.5531052986675108
1,90,0.002812971164586897,62,"(110,)",0.5502923275029239
1,91,0.003013412961810902,0,"(109,)",0.547278914541113
1,92,0.00316469086867166,59,"(108,)",0.5441142236724413
1,93,0.0028349806796458266,62,"(107,)",0.5412792429927955
1,94,0.0034937857451813326,35,"(106,)",0.5377854572476142
1,95,0.0036024392666015315,56,"(105,)",0.5341830179810126
1,96,0.0035791572818701933,8,"(104,)",0.5306038606991424
1,97,0.003715226676442751,36,"(103,)",0.5268886340226997
1,98,0.0036295987067366253,78,"(102,)",0.5305182327294363
1,99,0.0033836530452994174,5,"(101,)",0.5271345796841369
1,100,0.004339497018771454,30,"(100,)",0.5227950826653655
1,101,0.004216157962774858,5,"(99,)",0.5185789247025906
1,102,0.003804266221287156,54,"(98,)",0.5147746584813034
1,103,0.004491198469483759,35,"(97,)",0.5102834600118197
1,104,0.004368516059254923,72,"(96,)",0.5146519760710746
1,105,0.004280412428878111,13,"(95,)",0.5103715636421965
1,106,0.00481331093549342,17,"(94,)",0.5055582527067031
1,107,0.004742781495311932,70,"(93,)",0.510301034202015
1,108,0.004590157218497759,11,"(92,)",0.5057108769835172
1,109,0.005035212365353536,37,"(91,)",0.5006756646181637
1,110,0.004589365360872233,47,"(90,)",0.4960862992572915
1,111,0.004207671249808254,25,"(89,)",0.4918786280074832
1,112,0.005381990138539627,58,"(88,)",0.49726061814602285
1,113,0.005152630482034792,47,"(87,)",0.49210798766398806
1,114,0.004519615764189466,45,"(86,)",0.4875883718997986
1,115,0.00547025230197512,8,"(85,)",0.48211811959782347
1,116,0.004910795116815303,0,"(84,)",0.47720732448100817
1,117,0.0018174493271847503,10,"(83,)",0.4753898751538234
1,118,0.0051188353848128365,23,"(82,)",0.46549941749235135
1,119,0.0051465820540782525,24,"(81,)",0.4603528354382731
1,120,0.005453738790078766,26,"(80,)",0.45489909664819433
1,121,0.001931095797767235,24,"(79,)",0.4529680008504271
1,122,0.005399473658442788,12,"(78,)",0.4430062555732292
1,123,0.005750416008487413,37,"(77,)",0.4372558395647418
1,124,0.005298609969487222,10,"(76,)",0.43195722959525457
1,125,0.005037496370835448,52,"(75,)",0.43699472596609
1,126,0.005602968243954953,20,"(74,)",0.43139175772213506
1,127,0.0058188126014255825,68,"(73,)",0.4415412909135204
1,128,0.005542602866665358,9,"(72,)",0.43599868804685504
1,129,0.004474236507120977,41,"(71,)",0.44541876532740354
1,130,0.005663475857254352,13,"(70,)",0.4397552894701492
1,131,0.004406082269579448,15,"(69,)",0.43534920720056974
1,132,0.0042294584953400105,51,"(68,)",0.43957866569590975
1,133,0.002344297724358846,0,"(67,)",0.4372343679715509
1,134,0.0059970059695445554,16,"(66,)",0.42698653992075913
1,135,0.004352447570751761,52,"(65,)",0.4364136114675723
1,136,0.0052202604763495475,19,"(64,)",0.43119335099122275
1,137,0.003929975692341492,32,"(63,)",0.43512332668356424
1,138,0.004859622065707392,3,"(62,)",0.40907958678079026
1,139,0.00022059540745633655,2,"(61,)",0.4005702847314795
1,140,0.006035710049353049,1,"(60,)",0.39453457468212644
1,141,0.000513872109161817,9,"(59,)",0.38091451613756017
1,142,0.0016662441618247592,28,"(58,)",0.36196750117057025
1,143,0.0009621970396289092,52,"(57,)",0.36292969821019916
1,144,0.003253631505375165,13,"(56,)",0.360501875540783
1,145,0.005083766888788199,37,"(55,)",0.3655856424295712
1,146,0.006211244182686093,35,"(54,)",0.374595142370088
1,147,0.0002521295955079661,18,"(53,)",0.37434301277458004
1,148,0.0008498840428172727,27,"(52,)",0.388055830042559
1,149,0.001972847876190398,14,"(51,)",0.34543292037839274
1,150,0.0025809060122010674,9,"(50,)",0.33564515766741665
1,151,0.00032258065014212356,2,"(49,)",0.3213094028451425
1,152,0.004690506185379972,19,"(48,)",0.30681224699216
1,153,0.0037021192864751806,19,"(47,)",0.31204324437573866
1,154,0.0037367786265243286,42,"(46,)",0.30830646574921433
1,155,0.0004991195868874199,3,"(45,)",0.3078073461623269
1,156,0.0024679046344224798,31,"(44,)",0.3094799294316859
1,157,0.004296516877634549,3,"(43,)",0.3043213351330973
1,158,0.0014228662453509289,9,"(42,)",0.30915609402830435
1,159,0.0007720283384201609,31,"(41,)",0.27619092042745813
1,160,0.0022856216863174628,1,"(40,)",0.27804508342677425
1,161,0.00045309711523805474,6,"(39,)",0.26435951679180025
1,162,2.4509743769635106e-05,14,"(38,)",0.24326263581906027
1,163,0.0005504012151084647,6,"(37,)",0.24809668695978737
1,164,0.0014750557114723006,23,"(36,)",0.24128372588742367
1,165,0.0003217935090261137,22,"(35,)",0.2609328665992999
1,166,0.001430587679655898,4,"(34,)",0.2424162337249793
1,167,0.0003853321314079283,15,"(33,)",0.24108939242158195
1,168,0.0006262678454765358,24,"(32,)",0.2519640292464587
1,169,0.00032101343983331754,20,"(31,)",0.2652087651406765
1,170,0.0001766868450538417,8,"(30,)",0.2797787748874686
1,171,0.0002578519271309587,27,"(29,)",0.2874276090918387
1,172,0.002024539993691621,4,"(28,)",0.28543706399885876
1,173,0.000891223752871928,17,"(27,)",0.287279906553884
1,174,0.0009861935943332734,12,"(26,)",0.30646496930816075
1,175,0.00037874755457212306,2,"(25,)",0.300991624251172
1,176,0.0027864057964882005,19,"(24,)",0.3125217061146281
1,177,0.004807013791691295,17,"(23,)",0.3218674625924365
1,178,0.002487531821692257,21,"(22,)",0.3377681602941104
1,179,0.0008492140498146394,3,"(21,)",0.2884465479589663
1,180,0.000808509275340541,18,"(20,)",0.3039744452930708
1,181,0.0018152027343085186,4,"(19,)",0.3021592425587623
1,182,0.0003280179194081745,5,"(18,)",0.32143143716590955
1,183,0.002403359570651742,13,"(17,)",0.3192041539974625
1,184,0.00502208287433159,1,"(16,)",0.3399818944757389
1,185,0.012235279076186378,3,"(15,)",0.3430784482816388
1,186,0.029317517499537205,11,"(14,)",0.36795364291301047
1,187,0.00368095921561723,0,"(13,)",0.3000592757047773
1,188,0.016936087337256822,10,"(12,)",0.31462105056749273
1,189,0.03745520427347243,3,"(11,)",0.3814260199029832
1,190,0.0017007349681552597,7,"(10,)",0.32162835035444304
1,191,0.000531430016472767,6,"(9,)",0.45545515191246067
1,192,0.03092698153537632,6,"(8,)",0.5013796445703088
1,193,0.030636251021227023,5,"(7,)",0.5817967455831156
1,194,0.005786978923479236,1,"(6,)",0.5760097666596363
 , , , , , 
2,0,3.1645734576146722e-06,64,"(200,)",0.668807179636265
2,1,7.484344192398851e-06,161,"(199,)",0.6687996952920726
2,2,1.2339535707672766e-06,41,"(198,)",0.6688009292456434
2,3,1.9809007020588076e-05,126,"(197,)",0.6687811202386228
2,4,2.537289172210855e-06,140,"(196,)",0.668783657527795
2,5,3.6256220319330623e-06,119,"(195,)",0.6687872831498269
2,6,2.896655457995667e-05,117,"(194,)",0.668758316595247
2,7,1.6715824214696973e-05,40,"(193,)",0.6687750324194617
2,8,1.5754898827324837e-05,189,"(192,)",0.668790787318289
2,9,1.093145827335551e-05,41,"(191,)",0.6687798558600156
2,10,5.9292956647749584e-05,111,"(190,)",0.6687205629033679
2,11,6.743416759436016e-07,185,"(189,)",0.668719888561692
2,12,8.358354419035763e-06,150,"(188,)",0.668728246916111
2,13,8.83279361907352e-06,119,"(187,)",0.6687194141224919
2,14,8.387575666235492e-07,54,"(186,)",0.6687202528800585
2,15,8.482391512099063e-05,79,"(185,)",0.6688050767951795
2,16,3.374723776350397e-05,98,"(184,)",0.668771329557416
2,17,5.421474299271978e-06,9,"(183,)",0.6687767510317153
2,18,1.5518164428796055e-05,43,"(182,)",0.6687922691961441
2,19,7.045137485617303e-06,85,"(181,)",0.6687852240586585
2,20,2.722809763944234e-05,108,"(180,)",0.668757995961019
2,21,4.0011187638522294e-05,176,"(179,)",0.6687980071486576
2,22,3.0386770677015562e-05,143,"(178,)",0.6688283939193346
2,23,9.232763611877193e-05,143,"(177,)",0.6687360662832158
2,24,0.00024364182584757366,35,"(176,)",0.6684924244573682
2,25,0.0003447919832865187,25,"(175,)",0.6681476324740817
2,26,0.00045390757026264605,141,"(174,)",0.6686015400443444
2,27,0.00029101153000055113,84,"(173,)",0.6683105285143438
2,28,0.0005972492442634092,97,"(172,)",0.6689077777586072
2,29,0.00043222900298667266,6,"(171,)",0.6684755487556205
2,30,9.866430738481036e-05,136,"(170,)",0.6685742130630054
2,31,0.00016960893304673874,94,"(169,)",0.6687438219960521
2,32,0.00013474672171698288,79,"(168,)",0.6686090752743351
2,33,0.0002338234859343702,101,"(167,)",0.6683752517884007
2,34,0.0005885637743829886,89,"(166,)",0.6677866880140177
2,35,3.0295920242173757e-05,40,"(165,)",0.6677563920937756
2,36,0.0006183004640427647,54,"(164,)",0.6671380916297328
2,37,0.0011125372371324493,80,"(163,)",0.6660255543926004
2,38,0.00024378992054985282,13,"(162,)",0.6657817644720505
2,39,0.0007036434100590183,129,"(161,)",0.6664854078821095
2,40,0.00030663914993078745,115,"(160,)",0.6661787687321787
2,41,0.0003501610426384083,72,"(159,)",0.6658286076895403
2,42,0.0009813726218923513,26,"(158,)",0.664847235067648
2,43,0.0013541265855867568,21,"(157,)",0.6634931084820612
2,44,0.000978394940834404,119,"(156,)",0.6644715034228956
2,45,0.0009580462444210847,51,"(155,)",0.6635134571784745
2,46,0.0008373214315933186,123,"(154,)",0.6643507786100679
2,47,0.0011113479176676488,110,"(153,)",0.6632394306924002
2,48,0.00047125371317791043,92,"(152,)",0.6627681769792223
2,49,0.0015097872570651871,65,"(151,)",0.6612583897221571
2,50,0.0006999929016827666,68,"(150,)",0.6605583968204743
2,51,0.0017108354613390997,40,"(149,)",0.6588475613591352
2,52,0.001037315445117315,85,"(148,)",0.6578102459140179
2,53,0.0015029288595457269,27,"(147,)",0.6563073170544722
2,54,0.0013308496265493908,33,"(146,)",0.6549764674279228
2,55,0.0014365852387359102,115,"(145,)",0.6564130526666587
2,56,0.0012463786327069348,6,"(144,)",0.6551666740339518
2,57,0.002010045275868788,114,"(143,)",0.6571767193098206
2,58,0.002011079524813608,50,"(142,)",0.655165639785007
2,59,0.0009479839317708683,108,"(141,)",0.6561136237167778
2,60,0.0008223367578824581,18,"(140,)",0.6552912869588954
2,61,0.0012194390074722339,114,"(139,)",0.6565107259663676
2,62,0.0015104841957249704,34,"(138,)",0.6550002417706426
